file_name,genre,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_var,chroma_2_var,chroma_3_var,chroma_4_var,chroma_5_var,chroma_6_var,chroma_7_var,chroma_8_var,chroma_9_var,chroma_10_var,chroma_11_var,chroma_12_var,spectral_centroid_mean,spectral_centroid_var,zero_crossing_rate_mean,zero_crossing_rate_var
Similar_Ballade_00428_Cover_Genre_A.wav,Ballade,-220.3842,115.0388,3.4228,40.3584,2.9826,3.5774,-11.6611,-8.4907,-2.0405,-7.9643,-4.8885,-1.6629,-5.6617,5837.5215,1802.6064,910.9167,259.8703,274.9423,134.9145,184.8944,144.922,197.9243,166.4601,145.8313,83.2821,124.1384,0.2305,0.3344,0.2147,0.3075,0.259,0.4597,0.4496,0.2343,0.3563,0.1931,0.3399,0.2704,0.0574,0.1133,0.0663,0.1228,0.0651,0.1241,0.1235,0.0202,0.1332,0.0224,0.1183,0.0743,1075.7321,365879.0249,0.0698,0.0019
Similar_Ballade_00436_Cover_Genre_A.wav,Ballade,-208.1383,133.4838,32.1441,22.3838,-0.9827,15.7353,4.5674,9.8424,-1.7368,0.6879,-3.7418,2.6857,-3.465,4574.868,1040.2736,346.7857,134.9056,68.3674,52.7594,65.0553,85.4822,93.1088,88.7538,121.8124,124.1922,85.5275,0.3059,0.3318,0.4127,0.3453,0.3491,0.4462,0.3322,0.267,0.259,0.4132,0.4461,0.2857,0.0702,0.0834,0.0943,0.0778,0.0712,0.1112,0.0911,0.0772,0.0652,0.0857,0.1018,0.0528,1011.5264,191645.8675,0.064,0.0008
Similar_Ballade_00439_Cover_Genre_A.wav,Ballade,-138.935,108.4538,35.5303,38.1808,3.6872,9.1544,-6.5037,3.7112,-12.1876,4.0475,-2.3189,4.8933,-6.7196,2573.0566,773.7104,247.6491,155.4004,120.2165,68.8763,93.0939,69.6647,68.7491,49.1988,54.7916,57.4088,51.0843,0.2307,0.3964,0.4405,0.2187,0.2008,0.174,0.4375,0.3091,0.3219,0.3668,0.3127,0.3529,0.0407,0.1157,0.1176,0.0379,0.0615,0.0229,0.1345,0.07,0.0799,0.0957,0.062,0.1146,1218.5046,189806.5428,0.0556,0.0004
Similar_Ballade_00440_Cover_Genre_A.wav,Ballade,-99.618,107.3742,7.114,30.3869,4.891,10.6221,-5.2383,2.7923,-9.0984,-0.0815,-6.0466,0.6226,-7.2152,2053.8276,359.5069,247.2268,125.3791,52.9837,51.2304,37.5343,45.2156,40.9294,40.5359,43.8492,48.5555,33.964,0.4009,0.4577,0.3083,0.3706,0.2443,0.4355,0.2083,0.3394,0.5211,0.2444,0.3994,0.2224,0.0949,0.1003,0.0468,0.1031,0.0301,0.1088,0.0223,0.0875,0.1105,0.0171,0.1177,0.0226,1399.7359,126256.1024,0.0748,0.0005
Similar_Ballade_00441_Cover_Genre_A.wav,Ballade,-148.9098,121.6856,7.6942,27.2438,-10.7244,8.2978,-7.1009,-5.5142,-5.1386,-5.4766,-15.0154,-10.3084,-6.3874,4312.998,809.8494,158.6107,120.4829,128.6267,81.0652,60.7289,118.0097,124.6591,137.0118,149.8823,86.8019,93.1959,0.2983,0.1404,0.2146,0.3144,0.2391,0.3648,0.2311,0.3782,0.2768,0.2034,0.3311,0.1877,0.1298,0.0261,0.055,0.1216,0.039,0.1367,0.0411,0.1336,0.0683,0.0497,0.1126,0.0292,1069.1755,97306.17,0.0597,0.0005
Similar_Ballade_00442_Cover_Genre_A.wav,Ballade,-139.5264,95.8874,13.1187,44.0282,9.205,10.7517,-0.9462,-0.522,-11.9019,-0.3611,-8.9372,-4.8939,-11.7293,2420.879,322.6064,366.4467,145.8276,121.8992,111.6443,65.9406,86.89,94.0492,58.6201,64.1448,91.1862,77.192,0.2482,0.4272,0.1695,0.2186,0.1514,0.4001,0.4184,0.304,0.5274,0.3012,0.2877,0.1306,0.0545,0.093,0.0135,0.0595,0.0112,0.1278,0.1378,0.034,0.1576,0.0473,0.1075,0.0158,1390.0545,94098.2835,0.0615,0.0004
Similar_Ballade_00443_Cover_Genre_A.wav,Ballade,-210.601,122.0272,20.4957,27.4255,16.0362,7.8489,0.4886,-2.5712,0.6181,-5.7429,-3.4857,-18.2873,-7.8052,1262.4808,472.564,358.2794,123.3894,214.9361,93.4793,130.3253,107.8307,91.4734,85.2186,78.9284,96.3907,63.7312,0.1544,0.3138,0.2926,0.1643,0.22,0.194,0.4666,0.3419,0.2122,0.3623,0.206,0.2682,0.0172,0.102,0.082,0.0314,0.0996,0.031,0.1421,0.1015,0.0299,0.1556,0.0242,0.1052,972.8079,90823.6496,0.0494,0.0005
Similar_Ballade_00444_Cover_Genre_A.wav,Ballade,-194.3998,167.1317,11.4732,23.4274,12.2193,-6.2579,-8.4647,-5.4135,-12.2077,-2.6063,-11.1437,-4.4296,-7.8659,756.8438,326.6888,155.9584,55.47,50.9358,34.523,45.9508,59.7741,60.284,60.8229,71.0661,52.8437,51.7335,0.1896,0.1437,0.121,0.3577,0.4616,0.2054,0.2018,0.1464,0.1924,0.2088,0.2041,0.2821,0.0523,0.043,0.0193,0.1261,0.1444,0.0512,0.0924,0.042,0.0683,0.0769,0.0643,0.0938,707.632,25497.3267,0.0499,0.0001
Similar_Ballade_00446_Cover_Genre_A.wav,Ballade,-148.1932,115.0121,-3.0528,20.8852,-5.2996,2.5388,-11.32,-1.5166,-12.4823,0.0464,-8.3399,-7.593,-14.4105,5200.1396,1424.6018,275.3754,191.1364,112.7964,82.4252,76.3161,76.8368,67.8233,92.4006,79.2905,91.6978,60.7637,0.3903,0.1771,0.3436,0.396,0.2329,0.398,0.2393,0.4813,0.4142,0.2685,0.3725,0.2326,0.1251,0.0235,0.0979,0.0962,0.0395,0.0887,0.0322,0.1044,0.1041,0.0536,0.1041,0.0344,1447.5027,283032.4291,0.097,0.0015
Similar_Ballade_00447_Cover_Genre_A.wav,Ballade,25.1088,78.9047,10.3015,21.7964,-1.1163,11.3483,-7.3002,8.0566,-4.3042,4.052,-2.9958,5.9526,0.1893,845.1606,324.7564,144.5658,72.9039,45.2961,42.0582,51.103,36.7264,45.3964,40.1287,42.6876,37.9259,38.8618,0.4205,0.3525,0.3018,0.5027,0.2752,0.2839,0.2142,0.3727,0.5354,0.2784,0.4164,0.2319,0.1072,0.0723,0.0481,0.1006,0.039,0.057,0.0398,0.0686,0.1265,0.0315,0.0971,0.0214,1956.9281,133524.9329,0.1214,0.001
Similar_Ballade_00451_Cover_Genre_A.wav,Ballade,-218.7348,107.6412,5.1242,20.8195,-9.3968,6.2407,-16.5768,-11.5195,-17.3159,-12.5012,-11.3995,-9.3296,-14.6189,12424.683,1436.1962,188.3274,141.9286,108.5047,110.4147,121.4717,108.7554,105.4,155.9744,138.4663,115.5657,141.8238,0.2439,0.2231,0.4702,0.2399,0.3546,0.2405,0.303,0.3936,0.1773,0.3169,0.1925,0.266,0.1068,0.0525,0.1512,0.0443,0.136,0.071,0.0877,0.1282,0.0329,0.1281,0.0628,0.0975,1019.0912,107476.1217,0.0656,0.0005
Similar_Ballade_00452_Cover_Genre_A.wav,Ballade,-56.1411,90.4303,9.7021,15.7211,-0.4799,0.8627,-10.2275,-0.468,-8.5059,0.0282,-2.5497,4.2789,2.947,15604.516,1313.3883,376.8219,208.5377,150.2744,230.4725,176.4401,134.7066,134.6011,85.3467,58.5126,48.8906,77.5632,0.2803,0.1529,0.3136,0.2536,0.1794,0.3485,0.2131,0.3871,0.2279,0.5332,0.6146,0.3112,0.0975,0.0185,0.0695,0.0536,0.0215,0.1196,0.0205,0.1139,0.0254,0.1055,0.1265,0.0541,1611.8473,378481.8995,0.0863,0.0015
Similar_Ballade_00457_Cover_Genre_A.wav,Ballade,-187.9389,101.3292,13.218,20.5685,4.2221,9.0923,4.241,6.3195,1.3408,2.7186,-4.1857,0.5971,1.2,16474.615,855.2372,574.9928,521.7021,173.7184,125.3694,143.2418,154.9252,64.755,58.5186,64.9631,96.601,86.9692,0.4572,0.2335,0.306,0.2365,0.2843,0.3848,0.3353,0.5056,0.2824,0.3638,0.4152,0.2773,0.136,0.03,0.0781,0.055,0.0812,0.1167,0.0625,0.1331,0.046,0.1047,0.1414,0.0482,1259.7779,164351.1834,0.0671,0.0011
Similar_Ballade_00460_Cover_Genre_A.wav,Ballade,-178.0128,128.4228,2.2033,36.6047,1.7314,16.2896,-3.0583,4.0176,-5.0245,1.6116,-1.4056,-1.6792,-4.9105,3310.995,506.6213,170.364,100.6061,118.4048,105.4016,71.2375,65.4239,57.8593,71.8612,79.4194,77.9475,53.7527,0.2434,0.1681,0.3257,0.2535,0.6824,0.348,0.2079,0.3766,0.236,0.3039,0.1487,0.1937,0.0712,0.0302,0.1208,0.0196,0.1292,0.0491,0.0284,0.1185,0.0349,0.1026,0.0233,0.043,1050.2439,101521.8064,0.0631,0.0005
Similar_Ballade_00462_Cover_Genre_A.wav,Ballade,-211.0134,116.8674,-7.0247,33.7439,-4.9396,-2.3153,-12.7439,-6.1097,-7.5,-5.2079,-7.5976,-5.9219,-14.6907,7278.8994,394.969,138.8146,139.9099,113.2856,67.4714,66.9361,86.7964,99.9798,108.2119,114.9591,101.6658,96.4652,0.2596,0.1773,0.2465,0.1994,0.2501,0.3686,0.1322,0.2798,0.3248,0.2893,0.2453,0.1567,0.0925,0.0466,0.0965,0.0555,0.0756,0.1405,0.0141,0.106,0.1067,0.0924,0.0929,0.039,1134.641,130188.9454,0.08,0.001
Similar_Ballade_00463_Cover_Genre_A.wav,Ballade,-208.4125,110.2769,-23.985,34.1719,-5.5253,-1.3022,-12.9066,-4.0843,-7.2155,-2.1491,-4.0603,-2.3984,-9.2884,7285.1704,829.1382,142.1177,143.6839,120.6051,129.4361,101.9644,89.3784,69.463,72.0116,93.7407,119.4858,156.7906,0.3758,0.2083,0.3539,0.1695,0.4123,0.3302,0.2344,0.3848,0.2013,0.3698,0.1592,0.3336,0.1147,0.0396,0.1437,0.015,0.1206,0.1104,0.0455,0.1194,0.0224,0.1282,0.0166,0.1008,1242.1634,81681.4748,0.1132,0.0019
Similar_Ballade_00464_Cover_Genre_A.wav,Ballade,-192.6329,114.0438,17.2246,5.66,5.9338,7.4559,-6.1413,6.1538,-4.2296,7.5955,1.2761,8.7901,-1.3115,7241.9946,1422.5444,480.2198,245.1609,134.6879,121.1656,95.6059,141.6127,136.3693,174.0076,155.6186,98.22,78.373,0.3434,0.3007,0.4175,0.3306,0.3193,0.3349,0.2347,0.2844,0.2639,0.5298,0.4607,0.294,0.1179,0.0916,0.1185,0.0788,0.0682,0.0808,0.0407,0.0769,0.0417,0.1283,0.1097,0.0709,1330.9912,431035.1984,0.0751,0.001
Similar_Ballade_00465_Cover_Genre_A.wav,Ballade,-156.0499,134.5623,2.2938,34.0672,-10.2233,13.9351,-5.645,-1.4105,-1.6262,0.9095,-3.8454,3.8654,-5.6622,2482.7139,750.2896,339.9917,252.6054,208.7741,152.4142,87.8849,76.2582,91.7348,79.439,73.3608,74.0638,107.3061,0.3787,0.2663,0.1855,0.4173,0.2315,0.3209,0.1801,0.3844,0.4296,0.2153,0.411,0.1908,0.1101,0.0887,0.0147,0.1109,0.0462,0.1051,0.0228,0.1033,0.1069,0.0247,0.1238,0.0165,1129.5286,117921.0208,0.0926,0.0012
Similar_Ballade_00467_Cover_Genre_A.wav,Ballade,-120.0303,116.3752,2.1587,33.4934,2.2733,13.1288,-3.166,5.1194,-4.1727,-0.9207,-6.1805,-0.3459,-4.6732,2668.4983,406.9073,142.5398,96.8171,54.2516,73.5958,66.5391,62.3676,61.486,64.2548,74.6424,74.7375,53.3366,0.33,0.2605,0.4317,0.225,0.3415,0.3744,0.2419,0.4245,0.2793,0.4903,0.3756,0.2309,0.1025,0.0491,0.1245,0.0303,0.0922,0.0929,0.0334,0.122,0.0291,0.1166,0.082,0.0318,1212.0093,85121.9108,0.066,0.0003
Similar_Ballade_00491_Cover_Genre_A.wav,Ballade,-52.0066,109.1971,-8.9378,38.5783,2.168,10.4325,0.4212,6.0236,3.1038,8.441,-0.3798,3.1551,-3.5275,2418.807,359.7951,195.5951,155.1798,121.4661,69.5823,66.9005,91.1616,78.6983,58.0403,56.556,91.1318,105.6968,0.382,0.3743,0.5676,0.3477,0.3386,0.2485,0.3601,0.4234,0.274,0.395,0.2867,0.3914,0.1099,0.0679,0.1207,0.062,0.081,0.0461,0.0839,0.1247,0.0484,0.0964,0.0375,0.1065,1221.3712,91698.854,0.0452,0.0009
Similar_Ballade_00494_Cover_Genre_A.wav,Ballade,-96.8891,88.5086,26.2009,24.843,6.8324,17.0396,-1.1969,10.875,-0.2018,2.1556,-0.33,2.9722,-1.7257,4311.1475,546.5246,155.4491,88.5956,68.1161,58.7725,70.0295,40.0763,37.3028,46.3529,58.9726,45.122,51.9082,0.4218,0.309,0.4811,0.5102,0.3962,0.4324,0.3161,0.3385,0.2884,0.4111,0.5244,0.3695,0.1156,0.0502,0.0713,0.1475,0.0763,0.0942,0.0787,0.0796,0.0476,0.083,0.1266,0.1007,1540.075,265787.161,0.0557,0.0033
Similar_Ballade_00495_Cover_Genre_A.wav,Ballade,-113.4834,106.7889,7.0709,24.3123,7.1701,8.425,-0.0531,6.1242,-0.4995,3.9217,-3.5002,5.0328,-1.2654,2807.5598,1403.041,587.4799,190.0612,142.1362,60.6659,49.8853,43.8646,47.7498,38.8208,53.3673,49.8357,48.2257,0.3459,0.4134,0.2938,0.4241,0.4407,0.3324,0.5558,0.3426,0.4875,0.4234,0.39,0.58,0.0426,0.0904,0.0477,0.0735,0.0698,0.029,0.1167,0.0372,0.1038,0.0816,0.0459,0.1075,1517.5883,374358.939,0.0692,0.0022
Similar_Ballade_00501_Cover_Genre_A.wav,Ballade,-198.6316,112.8701,23.2577,19.9667,1.2863,8.134,-3.9649,-1.8537,-7.0554,-8.6615,-8.8478,-4.5697,-8.259,6114.8794,757.63,520.0953,174.5211,148.7911,147.6232,134.2869,176.5998,101.4751,150.641,97.0811,101.4702,70.305,0.4385,0.3179,0.4978,0.3314,0.3285,0.1679,0.2272,0.317,0.2354,0.3417,0.2428,0.4939,0.1004,0.0753,0.1231,0.0851,0.097,0.0385,0.0463,0.0847,0.0579,0.1208,0.0379,0.1158,1076.9753,336391.8455,0.0598,0.0009
Similar_Ballade_00502_Cover_Genre_A.wav,Ballade,-106.1256,111.6214,18.3028,30.3137,9.88,19.8433,0.5561,6.6181,3.9336,3.7016,-1.0189,2.7927,-2.5792,3273.7683,564.1966,366.9057,241.8654,105.4971,91.821,53.7082,62.0866,72.0233,71.6217,64.1912,73.306,73.5769,0.4061,0.3509,0.3254,0.4547,0.3198,0.3557,0.2744,0.4032,0.4559,0.3534,0.3959,0.2914,0.0941,0.1109,0.063,0.133,0.0631,0.0999,0.0606,0.1051,0.1283,0.0892,0.1145,0.0636,1105.5341,237292.6929,0.0458,0.0006
Similar_Ballade_00503_Cover_Genre_A.wav,Ballade,-55.9396,97.9396,8.815,35.2945,5.7651,20.4444,1.9702,9.0752,0.04,4.0852,-1.1185,4.2419,-2.3512,2022.574,503.5008,214.7408,99.7448,72.1849,67.9807,54.7381,42.3952,43.1961,35.1629,41.2063,41.7965,45.282,0.5927,0.2731,0.4079,0.2481,0.3876,0.4348,0.3576,0.5212,0.4237,0.626,0.4204,0.5417,0.0897,0.0217,0.0833,0.0328,0.0686,0.0691,0.0377,0.0825,0.0475,0.0933,0.0552,0.079,1403.7307,213580.015,0.0785,0.0011
Similar_Ballade_00506_Cover_Genre_A.wav,Ballade,-249.2698,123.5784,-2.1052,47.2756,5.1517,10.0481,-6.6934,-2.0041,-10.4786,-4.2275,-9.6345,-4.2645,-11.1699,18311.553,1297.0784,380.7088,259.192,105.3,91.2368,86.7424,68.648,82.3082,50.7759,90.6668,76.3489,78.1711,0.124,0.2663,0.6789,0.2226,0.2275,0.1353,0.2589,0.1953,0.1642,0.4561,0.2143,0.2189,0.0338,0.0514,0.1484,0.0175,0.0915,0.0248,0.073,0.066,0.0255,0.1384,0.0432,0.0848,955.1708,149816.6109,0.0659,0.0012
Similar_Ballade_00507_Cover_Genre_A.wav,Ballade,-37.5944,52.2352,43.3146,14.3622,17.5175,-0.1515,4.9508,4.7264,-1.453,1.5327,1.3797,5.6411,-0.5315,2245.4648,687.5151,195.5084,103.1932,126.3266,119.7453,70.689,58.1333,52.1093,55.621,64.4588,79.4151,75.1949,0.3421,0.4054,0.4115,0.2541,0.4045,0.3614,0.5811,0.4171,0.3739,0.4216,0.4804,0.5553,0.0444,0.0762,0.0926,0.0358,0.1054,0.0555,0.1014,0.0726,0.0701,0.0752,0.0755,0.0891,2610.3187,423764.4693,0.1294,0.0026
Similar_Ballade_00508_Cover_Genre_A.wav,Ballade,-78.2716,93.4715,14.376,39.4471,11.1231,18.7374,5.574,12.1782,1.3519,4.319,2.8859,4.6173,-5.9227,7078.277,471.874,129.9465,142.2628,63.296,60.0458,59.44,70.5704,86.6285,59.7333,71.6907,61.8898,83.6321,0.3971,0.5089,0.3081,0.4391,0.3743,0.3162,0.5465,0.3786,0.3802,0.2971,0.414,0.5597,0.056,0.1078,0.0326,0.0912,0.0841,0.0381,0.1125,0.0557,0.098,0.0637,0.0627,0.1042,1385.7076,165240.7452,0.0697,0.0007
Similar_Ballade_00509_Cover_Genre_A.wav,Ballade,-321.8863,93.6174,41.6934,25.9357,7.6246,1.7419,-2.8547,-4.0665,-6.9724,-8.5489,-8.8998,-4.027,-2.6356,14118.0205,1284.9491,670.9391,331.135,328.0694,379.3798,329.3905,285.3443,241.6062,215.3911,153.7687,229.7524,185.8564,0.2986,0.2237,0.175,0.3576,0.1861,0.2383,0.1765,0.3094,0.4951,0.2337,0.3202,0.174,0.1009,0.0579,0.0214,0.1013,0.0314,0.0986,0.05,0.0882,0.15,0.0424,0.1135,0.03,937.5819,219836.4389,0.0561,0.0012
Similar_Ballade_00512_Cover_Genre_A.wav,Ballade,-101.5512,110.3999,-14.0335,38.9567,-6.5233,2.0149,-10.8122,-2.197,-7.9498,1.5611,-9.4848,-4.5802,-10.8318,3931.298,403.8289,41.7974,124.7705,66.4752,49.2231,65.5169,76.9409,66.3891,62.5072,54.3859,76.8314,79.9783,0.2835,0.4893,0.2839,0.4628,0.1647,0.2886,0.4415,0.2504,0.4281,0.2252,0.4002,0.334,0.0526,0.123,0.0465,0.1196,0.0205,0.062,0.0989,0.0335,0.1047,0.0238,0.0989,0.0767,1356.4671,59264.6397,0.0983,0.0012
Similar_Ballade_00514_Cover_Genre_A.wav,Ballade,-130.8971,111.0688,0.6087,26.9524,1.3751,7.7285,-8.0332,8.3696,-0.1019,1.9881,-5.3637,3.3349,-3.3395,13731.339,1208.5184,270.0126,121.87,86.9861,60.5545,72.7169,79.3401,61.4323,68.069,51.9635,37.6132,41.1888,0.6233,0.37,0.4747,0.2493,0.3498,0.2623,0.2522,0.4194,0.2799,0.4023,0.2896,0.4519,0.0959,0.0559,0.1147,0.0291,0.0808,0.0655,0.042,0.0952,0.0373,0.1065,0.0384,0.0901,1347.1187,288147.8032,0.0864,0.0035
Similar_Ballade_00515_Cover_Genre_A.wav,Ballade,-195.6611,96.2049,9.4673,21.1797,-1.2496,5.2892,-8.564,-3.5172,-9.3935,3.3091,-1.4614,7.4919,1.4124,4452.5938,770.4976,335.6983,184.4864,148.3637,112.8966,111.71,165.2348,148.5455,108.7691,125.2667,112.4608,101.7254,0.2807,0.2492,0.3701,0.2239,0.3296,0.1872,0.284,0.3377,0.2034,0.3086,0.202,0.3274,0.0993,0.0658,0.1288,0.0506,0.118,0.0413,0.0908,0.1254,0.0453,0.1191,0.0508,0.1169,1491.6792,257870.7335,0.0961,0.0024
Similar_Ballade_00516_Cover_Genre_A.wav,Ballade,-84.1405,107.1544,-19.3137,51.1611,9.0992,22.0263,-0.6031,16.0321,-0.0844,6.3095,-1.587,2.0054,-4.7774,3351.0137,477.8628,370.0446,162.23,75.9977,42.1563,64.9439,58.8294,52.6092,49.5811,41.402,49.3759,46.1595,0.3161,0.2236,0.2464,0.2831,0.3352,0.2864,0.5139,0.476,0.2883,0.3436,0.2709,0.4561,0.0609,0.0351,0.0512,0.056,0.0761,0.0429,0.1319,0.1135,0.0485,0.1083,0.0323,0.118,1330.9085,158695.7375,0.0974,0.002
Similar_Ballade_00518_Cover_Genre_A.wav,Ballade,-69.5988,116.2358,4.2015,31.362,2.9985,6.6823,-2.9487,8.3778,2.1074,4.0809,-1.922,2.9094,-2.616,3184.1477,1150.9247,648.6148,207.9822,111.6689,59.1789,54.3168,45.2933,47.3752,42.8124,38.4125,37.7578,40.4153,0.4176,0.4023,0.4306,0.3662,0.3758,0.3387,0.4242,0.4596,0.4005,0.5222,0.4355,0.5179,0.0694,0.0614,0.085,0.0725,0.0648,0.0593,0.0791,0.0903,0.0536,0.0893,0.059,0.1095,1326.4133,169592.7063,0.0718,0.001
Similar_Ballade_00521_Cover_Genre_A.wav,Ballade,-234.3306,135.2534,3.9378,32.4463,2.0375,8.839,-3.5984,3.9579,-1.7259,1.855,-3.7564,0.0041,-4.4201,6804.88,420.4514,169.1111,268.468,132.0624,176.5898,105.7894,92.2697,60.2148,90.4541,84.6973,62.4084,68.8688,0.2071,0.3975,0.1948,0.2781,0.1489,0.345,0.43,0.2086,0.3843,0.1804,0.3223,0.2703,0.0255,0.1149,0.0274,0.1176,0.0195,0.0877,0.1107,0.0264,0.1309,0.0304,0.1093,0.1097,872.6682,37813.0481,0.0524,0.0004
Similar_Ballade_00522_Cover_Genre_A.wav,Ballade,-204.1542,115.9297,12.006,38.762,7.4194,9.0806,-4.055,2.5806,-0.2772,1.5764,-8.0871,-3.5422,-9.4352,5130.9863,659.503,191.1182,194.1512,118.0762,63.4059,159.6371,97.2189,75.3403,61.187,80.688,109.5412,79.2788,0.138,0.2452,0.2963,0.2308,0.4475,0.2465,0.4144,0.2111,0.2653,0.2578,0.1483,0.2599,0.0217,0.0923,0.1103,0.046,0.1708,0.0405,0.154,0.05,0.0953,0.0638,0.0216,0.0857,1075.8576,176704.6135,0.0616,0.0007
Similar_Ballade_00523_Cover_Genre_A.wav,Ballade,-256.5775,113.5797,9.0176,26.2499,-1.8017,7.5272,0.7929,5.2438,4.0759,4.547,-1.39,-2.2144,-1.832,20308.79,1043.3381,471.6737,439.5858,205.9657,150.4223,130.3674,101.7663,109.963,133.7298,96.3712,209.1976,161.8908,0.3011,0.2435,0.4742,0.2049,0.2693,0.3436,0.2367,0.313,0.2158,0.5095,0.3226,0.1969,0.0827,0.0327,0.1597,0.0343,0.0702,0.1209,0.0588,0.1164,0.0316,0.1064,0.0816,0.0476,1160.2668,181108.2498,0.0878,0.001
Similar_Ballade_00524_Cover_Genre_A.wav,Ballade,-95.4733,68.0593,33.9998,21.0986,22.7654,5.4659,4.7428,5.4423,-0.4666,3.4586,-5.1056,2.2379,-0.7633,3741.96,1104.2838,505.7136,269.0084,212.6658,179.3439,62.0901,136.2122,98.5291,154.89,70.1091,103.1527,109.9366,0.4498,0.4613,0.3577,0.4039,0.3445,0.4538,0.5156,0.4127,0.5302,0.4922,0.6126,0.5084,0.0791,0.0923,0.0669,0.0922,0.0668,0.0835,0.1123,0.0721,0.1147,0.0998,0.1038,0.1018,1991.8551,830655.9999,0.1048,0.0043
Similar_Ballade_00526_Cover_Genre_A.wav,Ballade,-132.8994,103.5522,24.2712,25.8919,12.9503,6.2258,-3.4498,2.9394,-5.2652,0.3464,-5.4067,-0.9831,-0.1207,6458.236,1640.7924,613.098,312.2049,147.872,160.1212,173.6058,252.4359,206.7184,170.7084,127.0914,133.8833,118.1992,0.4485,0.2793,0.3852,0.2539,0.3271,0.2642,0.3989,0.6105,0.4231,0.5215,0.3851,0.4922,0.103,0.0532,0.1102,0.0596,0.0912,0.0546,0.0678,0.095,0.0738,0.1479,0.0846,0.0993,1307.3313,649726.6439,0.0635,0.0017
Similar_Ballade_00527_Cover_Genre_A.wav,Ballade,-128.0107,66.277,5.7295,25.157,-2.1936,8.3247,-4.2265,5.5637,-7.7011,3.2531,-6.8587,-0.5065,-8.295,4694.399,1620.3997,312.6138,194.5541,158.0754,118.5612,79.4323,79.5308,99.4118,129.5275,126.4242,98.307,68.4991,0.5553,0.228,0.3194,0.1908,0.4357,0.408,0.2186,0.3864,0.2173,0.3959,0.2174,0.267,0.1298,0.0282,0.1131,0.0354,0.0919,0.1168,0.0467,0.1126,0.0416,0.1306,0.0602,0.0578,2157.2964,888345.0536,0.1814,0.0067
Similar_Ballade_00529_Cover_Genre_A.wav,Ballade,-204.8032,151.4754,55.3894,21.7819,4.5931,4.3247,-9.3274,0.82,-11.9085,-8.6094,-8.8874,-5.2563,-7.0134,5031.8936,1348.2574,364.259,179.998,92.141,52.3498,48.4894,61.9786,50.6815,51.2815,54.626,56.0314,62.1879,0.2478,0.3342,0.2662,0.5221,0.2389,0.244,0.1384,0.3613,0.4916,0.2603,0.4129,0.2046,0.0428,0.1399,0.0366,0.141,0.0334,0.0912,0.0176,0.0902,0.1099,0.0335,0.106,0.0295,836.0293,217780.8384,0.0472,0.0003
Similar_Ballade_00535_Cover_Genre_A.wav,Ballade,-95.9244,88.2269,11.5729,35.114,3.4564,13.3045,4.9456,10.205,1.9697,10.4636,1.0214,6.779,-2.0422,2161.1426,267.5342,237.2957,117.231,58.0694,57.7941,29.8176,36.6,43.3335,34.8148,26.3821,39.4046,46.4562,0.4756,0.2655,0.3326,0.267,0.425,0.5289,0.5638,0.6605,0.5061,0.4904,0.3451,0.4008,0.1165,0.0366,0.0807,0.0344,0.065,0.0849,0.0754,0.0917,0.0589,0.0872,0.047,0.0857,1512.783,121335.0682,0.0497,0.0008
Similar_Ballade_00536_Cover_Genre_A.wav,Ballade,-76.6632,80.8219,6.589,31.5542,3.252,15.4311,6.8967,4.7354,-1.0046,8.0763,1.6155,5.669,-3.1709,2483.6414,280.1913,204.3051,125.8468,65.5434,54.9458,43.3486,44.5788,48.841,48.5919,44.0858,43.3134,46.4764,0.3522,0.3833,0.2815,0.4012,0.3658,0.4429,0.6838,0.5794,0.5728,0.4804,0.4861,0.4924,0.0651,0.0894,0.0363,0.0678,0.0522,0.0451,0.0796,0.0678,0.0963,0.0792,0.0677,0.0958,1679.9267,152811.3528,0.0709,0.0018
Similar_Ballade_00537_Cover_Genre_A.wav,Ballade,-66.6627,93.7363,32.0842,20.0316,12.6106,15.2197,5.2041,5.8072,-1.7792,5.2111,-2.1071,3.8315,-2.1854,1709.2142,487.2488,220.7493,64.9823,68.8386,39.7907,41.135,29.3908,40.7177,33.6204,40.6227,39.1476,34.4342,0.5097,0.3985,0.4931,0.4322,0.3384,0.4617,0.481,0.6349,0.6049,0.5063,0.5374,0.4927,0.0886,0.0464,0.0717,0.066,0.0388,0.0783,0.0592,0.097,0.0883,0.0617,0.0831,0.0508,1580.9405,226265.712,0.0621,0.0014
